PRE_Reason,POST_Reason,fly_name_reference,date,reference_hour,machine_name,CS,US,Dilution,food,region_id,Files,PRE_ROI,POST_ROI,Genotype,Gender,Age,interactor,Training,comment on SD,User,experiment,PRE_1,PRE_2,PRE,POST_1,POST_2,POST,SD_status,interval
,,2021-10-02 (CH)_ROI_12,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),12,12,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0.14,0.14,-0.5,-0.2,-0.35,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),15,15,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.11,0.11,0,-1,-0.43,-0.715,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),16,16,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-0.43,-0.14,-0.285,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),18,18,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0,-0.07,0,-1,-0.5,NONE,No_stimulator
,,2021-10-02 (CH)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),19,19,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0,-0.07,-1,0.14,-0.43,NONE,No_stimulator
,Human-override,2021-10-02 (CH)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH),20,20,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.2,0,-0.1,-1,0,-0.5,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),4,4,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.33,0.2,-0.065,0.14,0.33,0.235,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),5,5,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,0.2,NA,0.2,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_6,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),6,6,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.2,0,0.1,-0.2,0,-0.1,NONE,No_stimulator
,Human-override,2021-10-02 (CH1)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),8,8,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.11,0,0.055,-1,-0.2,-0.6,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),9,9,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.2,0.1,NA,-0.33,-0.33,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),10,10,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-0.33,-0.14,-0.235,NONE,No_stimulator
,?,2021-10-02 (CH1)_ROI_11,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),11,11,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.5,-0.43,0.035,,,,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),14,14,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,-0.11,-0.125,0,0.25,0.125,NONE,No_stimulator
,Machine-override,2021-10-02 (CH1)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),15,15,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.14,0.07,-0.25,0,-0.125,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),16,16,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-1,-0.14,-0.57,NONE,No_stimulator
,Machine-override,2021-10-02 (CH1)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),18,18,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,0.2,NA,0.1,NONE,No_stimulator
,Machine-override,2021-10-02 (CH1)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),19,19,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.2,-0.1,0,0,0,NONE,No_stimulator
,,2021-10-02 (CH1)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-02 (CH1),20,20,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,0,-0.55,-0.275,NONE,No_stimulator
,Machine-override,2021-10-06 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),2,2,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.14,-0.07,NA,-1,-1,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_3,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),3,3,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-0.33,-0.6,-0.465,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),4,4,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0.11,0.125,-0.43,-1,-0.715,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),5,5,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.16,0,0.08,-0.25,-0.25,-0.25,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),7,7,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0.14,0.07,0.14,-0.33,-0.095,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),8,8,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-0.33,-1,-0.665,NONE,No_stimulator
,Human-override,2021-10-06 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),9,9,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,0,0,-1,-0.5,-0.75,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),10,10,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0.14,0.14,-1,-1,-1,NONE,No_stimulator
?,,2021-10-06 (CH)_ROI_13,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),13,13,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.33,0,,-0.6,0,-0.3,NONE,No_stimulator
?,Human-override,2021-10-06 (CH)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),14,14,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.33,0,,-0.5,0,-0.25,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),15,15,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.14,0,0.07,-1,-0.33,-0.665,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_16,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),16,16,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.2,0,0.1,-0.66,-0.71,-0.685,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_18,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),18,18,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,-0.14,0.14,0,0,0.66,0.33,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_19,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),19,19,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0,-0.11,-0.055,-0.33,-0.14,-0.235,NONE,No_stimulator
,,2021-10-06 (CH)_ROI_20,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH),20,20,MB010B.(II)SPARC-GFP ISO,FALSE,4,DefaultStimulator,1X,,CH,20min STM,0.2,-0.14,0.03,NA,-1,-1,NONE,No_stimulator
Machine-override,Machine-override,2021-10-05 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-05 (CH),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.42,0,,0,NA,0,NONE,No_stimulator
Machine-override,Machine-override,2021-10-05 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-05 (CH),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0.2,0.1,1,0,0.5,NONE,No_stimulator
,AOJ-override,2021-10-05 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-05 (CH),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.11,0.11,0.11,-0.33,-0.5,-0.465,NONE,No_stimulator
,AOJ-override,2021-10-05 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-05 (CH),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.11,NA,-0.11,-0.5,-0.5,-0.5,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),2,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,NA,NA,,0,-1,,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),5,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,0.14,0,0.07,NA,-0.33,-0.33,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),7,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,0.27,-0.14,0.065,-1,NA,-1,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_8,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),8,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,0,0.33,0.15,-0.2,NA,-0.2,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_14,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),14,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,-0.2,0,-0.1,NA,0,0,NONE,No_stimulator
Machine-override,Machine-override,2021-10-06 (CH1)_ROI_15,,11,,OCT,75V 0Ω,500,NONE,,2021-10-06 (CH1),15,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM_inconsistent,0.2,0.42,,NA,NA,,NONE,No_stimulator
Machine-override,,2021-10-27 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.2,0,0.1,NA,-0.2,-0.2,NONE,No_stimulator
Machine-override,Human-override,2021-10-27 (CH1)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.33,0,-0.15,NA,-1,-1,NONE,No_stimulator
Machine-override,,2021-10-27 (CH1)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.11,-0.14,-0.015,-0.2,0,-0.1,NONE,No_stimulator
Machine-override,Human-override,2021-10-27 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.25,0.14,-0.055,-0.33,-0.2,-0.265,NONE,No_stimulator
Machine-override,Human-override,2021-10-27 (CH1)_ROI_6,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,-0.43,NA,-0.43,NONE,No_stimulator
Machine-override,,2021-10-27 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.33,0,0.165,0,-0.33,-0.165,NONE,No_stimulator
Machine-override,Human-override,2021-10-27 (CH1)_ROI_8,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),8,8,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0.2,0.1,0,NA,0,NONE,No_stimulator
Machine-override,,2021-10-27 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,-0.2,0,-0.1,NONE,No_stimulator
Machine-override,,2021-10-27 (CH1)_ROI_10,,11,,OCT,75V 0Ω,500,cornmeal,,2021-10-27 (CH1),10,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.11,-0.14,-0.125,NA,NA,,NONE,No_stimulator
,,2021-11-04 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),2,2,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.33,-0.2,0.065,0,-0.5,-0.25,NONE,No_stimulator
,Machine-override,2021-11-04 (CH)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),3,3,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0.14,0.07,-0.2,0,-0.1,NONE,No_stimulator
Human-override,,2021-11-04 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),4,4,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,NA,0.2,0.2,NONE,No_stimulator
,,2021-11-04 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),5,5,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.25,-0.25,0,0,-0.33,-0.165,NONE,No_stimulator
Human-override,,2021-11-04 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),6,6,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.14,-0.2,-0.03,NA,NA,,NONE,No_stimulator
,Machine-override,2021-11-04 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),7,7,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,-0.14,-0.07,-1,-1,-1,NONE,No_stimulator
,,2021-11-04 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),8,8,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.14,0,0.07,NA,NA,,NONE,No_stimulator
Machine-override,,2021-11-04 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),9,9,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.5,-0.2,0.15,-0.5,-0.5,-0.5,NONE,No_stimulator
,,2021-11-04 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-04 (CH),10,10,MB010B.(II)SPARC-Chrimson ISO,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.2,0.14,,0,NA,0,NONE,No_stimulator
,,2021-11-03 (CH1)_ROI_1,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),1,1,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.5,-0.27,0.115,-1,-1,-1,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),2,2,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.25,0,0.125,0,0,0,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),3,3,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.25,0,0.125,0.2,-0.2,0,NONE,No_stimulator
,,2021-11-03 (CH1)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),4,4,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.14,0.14,0,NA,NA,,NONE,No_stimulator
,Machine-override,2021-11-03 (CH1)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),5,5,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.14,0,0.07,0,-0.14,-0.07,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_6,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),6,6,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,-0.14,-0.07,-1,NA,-1,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),7,7,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,-0.33,-0.5,-0.415,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_8,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),8,8,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0.2,-0.5,-0.15,NONE,No_stimulator
,Human-override,2021-11-03 (CH1)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),9,9,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0.14,0,0.07,NONE,No_stimulator
,,2021-11-03 (CH1)_ROI_10,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-03 (CH1),10,10,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.14,0,-0.07,NA,NA,,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_1,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),1,1,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.25,-0.33,-0.04,NA,-1,-1,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),2,2,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0.2,0.1,-0.33,NA,-0.33,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),3,3,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0,0,0,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),4,4,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,-0.33,,NA,NA,,NONE,No_stimulator
,Machine-override,2021-11-08 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),5,5,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0,0,0,NONE,No_stimulator
,Human-override,2021-11-08 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),6,6,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0,-0.5,-0.25,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),7,7,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.2,0,0.1,0.33,0,0.165,NONE,No_stimulator
,,2021-11-08 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),8,8,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.11,0.09,-0.01,0,0,0,NONE,No_stimulator
,Machine-override,2021-11-08 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),9,9,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.14,0,-0.07,-0.33,0.14,-0.095,NONE,No_stimulator
,Machine-override,2021-11-08 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-08 (CH),10,10,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.33,0,0.15,-1,-0.33,-0.665,NONE,No_stimulator
,Machine-override,2021-11-17 (CH)_ROI_1,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),1,1,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0,0,0,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),2,2,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0.2,NA,0.2,NONE,No_stimulator
,Machine-override,2021-11-17 (CH)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),3,3,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0.2,0.2,0.2,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),4,4,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,-0.33,-0.33,-0.33,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_5,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),5,5,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.11,0,0.055,NA,-0.14,-0.14,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_6,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),6,6,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.33,-0.67,,0.5,-0.33,,NONE,No_stimulator
,Human-override,2021-11-17 (CH)_ROI_7,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),7,7,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.11,-0.11,-0.11,-1,-1,-1,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_8,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),8,8,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,-0.14,-0.14,-0.14,NONE,No_stimulator
,Machine-override,2021-11-17 (CH)_ROI_9,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),9,9,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.14,0.14,0,0.14,0,0.07,NONE,No_stimulator
,,2021-11-17 (CH)_ROI_10,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH),10,10,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.2,0,0.1,0.5,0,0.25,NONE,No_stimulator
,,2021-11-17 (CH1)_ROI_1,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH1),1,1,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,NA,NA,,0.33,-1,-0.335,NONE,No_stimulator
,,2021-11-17 (CH1)_ROI_2,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH1),2,2,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0.33,0,,0,0,0,NONE,No_stimulator
,Human-override,2021-11-17 (CH1)_ROI_3,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH1),3,3,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,-0.14,0.14,0,NA,-0.33,-0.33,NONE,No_stimulator
,,2021-11-17 (CH1)_ROI_4,,11,,OCT,75V 0Ω,500,cornmeal,,2021-11-17 (CH1),4,4,Iso31,FALSE,4,DefaultStimulator,6X_Spaced,,CH,24hr LTM,0,0,0,0,0,0,NONE,No_stimulator
